Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
Project Race the Pearl 2020,2020,N/A,30 Oct 2020,N/A,"Short, Sport",Ihshan Iqbal,N/A,"Shafraz Junaid, Jamal Hussain, Dinesh Deheragoda","AN ULTRA ENDURANCE CYCLE RACE FROM POINT PEDRO, MOST NORTHERN TIP OF THE ISLAND TO POINT DONDRA, MOST SOUTHERN POINT OF THE ISLAND.",English,Sri Lanka,N/A,https://m.media-amazon.com/images/M/MV5BZGJhNTQ4NjEtMzQ0NC00ZjU3LTkzYTMtYTdlZWE3YzFhNWExXkEyXkFqcGdeQXVyMjUwMjE3NzY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13376112,movie,N/A,N/A,N/A,N/A
Its Name Was 2020,2020,N/A,20 Oct 2020,13 min,Short,Daniel Brown,Joseph Sorrentino,"Lily Montero, Adela-Adriana Moscu",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGU1MmUzNTEtMDkyYy00ZGU4LWFiZDMtOTlmZGQwMzBlNTBkXkEyXkFqcGdeQXVyNjU2Njk0Njk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13361946,movie,N/A,N/A,N/A,N/A
Miss Universe Philippines 2020,2020,N/A,25 Oct 2020,N/A,Reality-TV,Frank Lloyd Mamaril,Senedy Que,"KC Montero, Ariella Arida, Jackie C. Aquino, Samuel S. Verzosa",N/A,English,Philippines,N/A,https://m.media-amazon.com/images/M/MV5BZDNjN2ZjMTAtZWJhNS00YmFhLTlmYjItOGFkMDNhOWM0NDI2XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13363564,movie,N/A,N/A,N/A,N/A
Scooter: FCK 2020,2020,N/A,23 Oct 2020,4 min,"Short, Music",Patric Ullaeus,N/A,"H.P. Baxxter, Scooter, Michael Simon, Bastian Van Shield",N/A,English,Sweden,N/A,https://m.media-amazon.com/images/M/MV5BZGEzZTE3OTQtMWMwYi00NjJlLWEwZTQtODVlZjMxMzE3NTk4XkEyXkFqcGdeQXVyNzA1OTk3Mw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13367068,movie,N/A,N/A,N/A,N/A
Stop Lockdown Oslo 25 10 2020,2020,N/A,25 Oct 2020,113 min,News,N/A,N/A,N/A,N/A,"Norwegian, Swedish",Norway,N/A,N/A,[],N/A,N/A,N/A,tt13393848,movie,N/A,N/A,N/A,N/A
2020,2020,N/A,31 Oct 2020,N/A,"Short, Horror",Karolina Kraus,Karolina Kraus,"Karolina Kraus, Brian McKenna, Luke McKenna",N/A,Scottish Gaelic,Ireland,N/A,https://m.media-amazon.com/images/M/MV5BMTcxMDFmNjMtYWMwMS00MDVhLWJlMzUtOGRjZWFiZWE5ZWEzXkEyXkFqcGdeQXVyNzg0NzE2ODA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13397556,movie,N/A,N/A,N/A,N/A
Ekloges 2020: Trump vs. Biden,2020,N/A,03 Nov 2020,N/A,"News, Talk-Show",N/A,N/A,"Lena Argyri, Stavroula Hristofilea, Kleio Nikolaou, Fanis Papathanasiou",N/A,"Greek, English",Greece,N/A,N/A,[],N/A,N/A,N/A,tt13403132,movie,N/A,N/A,N/A,N/A
Amerikanikes proedrikes ekloges 2020,2020,N/A,03 Nov 2020,N/A,"News, Talk-Show",N/A,N/A,"Sia Kosioni, Apostolos Magiriadis, Alexis Papahelas, Pavlos Tsimas",N/A,"Greek, English",Greece,N/A,N/A,[],N/A,N/A,N/A,tt13403170,movie,N/A,N/A,N/A,N/A
Super Sentai Spirits 2020,2020,N/A,N/A,N/A,Family,N/A,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt13403524,movie,N/A,N/A,N/A,N/A
2020,2020,N/A,N/A,N/A,"Short, Drama",Andrea Dayan,Riccardo Loffredo,"Fabio Sartor, Marco Di Stefano, Sofia Sartor, Tanya Khabarova",N/A,Italian,Italy,N/A,N/A,[],N/A,N/A,N/A,tt13403606,movie,N/A,N/A,N/A,N/A
Girl Meets Farm Specials 2020,2020,N/A,05 Apr 2020,N/A,Reality-TV,Jenny Kirsten,N/A,Molly Yeh,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13409384,movie,N/A,N/A,N/A,N/A
2020: The Movie,2021,N/A,01 Jan 2021,125 min,Drama,Colton Urquhart,Colton Urquhart,Colton Urquhart,,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGE0YmYwODctZTk4OC00ZjU2LThlYzUtZjc0ZjY0YWUwMGZjXkEyXkFqcGdeQXVyODg2OTU4MDM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13409450,movie,N/A,N/A,N/A,N/A
Girl Meets Farm Specials 2020,2020,N/A,05 Apr 2020,N/A,Reality-TV,Jenny Kirsten,N/A,Molly Yeh,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13409756,movie,N/A,N/A,N/A,N/A
Maxime Boudreault: Road to the 2020 World's Strongest Man,2020,N/A,07 Nov 2020,N/A,Reality-TV,Chris Borgo,N/A,"Samantha Belliveau, Maxime Boudreault, Stephanie Fimognari, Cory Sutherland",Docuseries featuring Canadian bodybuilder Maxime Boudreault and his training schedule leading up to the 2020 World's Strongest Man.,English,Canada,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOGQ3NzEyZGQtMzg2MC00ZDc5LTliMWItODM3MGNhNmQ2MmRjXkEyXkFqcGdeQXVyNDc1MjU0Nw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13416186,movie,N/A,N/A,N/A,N/A
CBS News: 2020 America Decides,2020,N/A,04 Nov 2020,N/A,News,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13417500,movie,N/A,N/A,N/A,N/A
Country Strong 2020: Countdown to the CMA Awards,2020,N/A,10 Nov 2020,N/A,Music,N/A,N/A,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13417510,movie,N/A,N/A,N/A,N/A
No! 2020,2020,N/A,03 Nov 2020,10 min,"Short, Comedy",Andrew Gingerich,Andrew Gingerich,"Landyn Banx, Andrew Gingerich, Vincent Gagnepain","On election night 2020, Strobe Jensen calls his friends and reporters to announce his candidacy for President.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13423420,movie,N/A,N/A,N/A,N/A
Ethnika Kallisteia Star & Mr GS Hellas 2020,2020,N/A,01 Oct 2020,N/A,N/A,N/A,N/A,"Nikoleta Karra, Giorgos Kouvaris, Themis Adamantidis",N/A,Greek,Greece,N/A,https://m.media-amazon.com/images/M/MV5BNDExNmNhODgtNjBkMi00NTc2LWE4MzgtZjBiMTM0N2ZhNTc0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13393404,movie,N/A,N/A,N/A,N/A
Thriller 2020,2020,N/A,31 Oct 2020,N/A,"Short, Comedy",John L. Medcalf,"Hermoti, Keunam",N/A,N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BMGU5NmY4YjUtZTk5OC00ZmE2LWJkZDItMmY2MTAwZTZhMTE3XkEyXkFqcGdeQXVyMTE5OTE2ODQ5._V1_SX300.jpg,[],N/A,N/A,N/A,tt13393786,movie,N/A,N/A,N/A,N/A
Thriving in 2020 with Elisabeth Hasselbeck,2020,N/A,01 Oct 2020,57 min,Talk-Show,N/A,N/A,"Elisabeth Hasselbeck, Rebekah Lyons, Dave Ramsey",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13430430,movie,N/A,N/A,N/A,N/A
AFM 2020: Tribute to Lars,2020,N/A,12 Nov 2020,N/A,Musical,Chris Barfoot,N/A,"Lars Björck, D'Arcy Conrique, Britt Draska",AFM Chairman Michael Ryan joins Moviehouse Entertainment's Mark Vennis and LA Writer/producer D'Arcy Conrique (Arcadia Films) performing with Different Place and Blueshouse Outfit in tribute to comrade Lars Bjorck 1953 - 2020.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMWZjYjEyNDYtMzAxOC00Y2QzLWJlMGYtM2QxMjY2ZjU5MmRlXkEyXkFqcGdeQXVyMzAxMzcwMzc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13432812,movie,N/A,N/A,N/A,N/A
BBC US Election 2020,2020,N/A,04 Nov 2020,N/A,Documentary,N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt13381292,movie,N/A,N/A,N/A,N/A
Carabao Cup Final 2020,2020,N/A,01 Mar 2020,96 min,Reality-TV,N/A,N/A,N/A,N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYTBlZDA1OGUtZjZhNC00MmRiLTljZTktZTk4Y2ZhZjI4OTg4XkEyXkFqcGdeQXVyMTA0NTY0NTYy._V1_SX300.jpg,[],N/A,N/A,N/A,tt13381384,movie,N/A,N/A,N/A,N/A
Summer Daydream 2020,2020,N/A,07 Nov 2020,1 min,Short,Lisa Kimura,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt13385486,movie,N/A,N/A,N/A,N/A
Franklin High School 2020 Graduation,2020,N/A,20 Jun 2020,93 min,Reality-TV,Jorge Valiente,N/A,N/A,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWY1MTI0NTQtODg3Ni00OWY3LTk3ODAtY2JlM2MyMjI5YjJkXkEyXkFqcGdeQXVyNDY1NTA4MTY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13386242,movie,N/A,N/A,N/A,N/A
Supercopa de Espana Final 2020,2020,N/A,12 Jan 2020,N/A,Reality-TV,N/A,N/A,N/A,N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BODQ2ZmExMmUtNmUwNS00MTFhLWIwNDYtZmZjMzk4ODMxMjIwXkEyXkFqcGdeQXVyMTA0NTY0NTYy._V1_SX300.jpg,[],N/A,N/A,N/A,tt13386654,movie,N/A,N/A,N/A,N/A
2020 Toy Awards,2020,N/A,25 Oct 2020,N/A,Family,"Raquel Arce-Benitez, Jeff Jenkins","Laurelei Ballard, Meg Favreau","Sky Brown, Lilia Buckingham, Ciara",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGY4YzI0MDYtMzU1Yy00ZDg1LThhNDktN2M4Y2NkOGE0NDdjXkEyXkFqcGdeQXVyMTkzNjA2MzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13433704,movie,N/A,N/A,N/A,N/A
Regionalt styremøte - Helse Nord 29. oktober 2020,2020,N/A,07 Nov 2020,184 min,Talk-Show,N/A,N/A,N/A,N/A,Norwegian,Norway,N/A,N/A,[],N/A,N/A,N/A,tt13434026,movie,N/A,N/A,N/A,N/A
Ekloges 2020: Trump vs. Biden - I epomeni mera,2020,N/A,09 Nov 2020,N/A,"News, Talk-Show",N/A,N/A,"Dimitris Apokis, Anna Papasotiriou",N/A,Greek,Greece,N/A,N/A,[],N/A,N/A,N/A,tt13434748,movie,N/A,N/A,N/A,N/A
What happens at the end of 2020?,2020,N/A,31 Oct 2020,N/A,"Short, Comedy",N/A,Christopher L. Robinson,"Megan Porter, Christopher L. Robinson",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTIxNzMyMmItYTJlZi00Y2U0LWE5NzgtNWRlNzk3NDU4ZGJiXkEyXkFqcGdeQXVyMzA0ODM4OTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13440206,movie,N/A,N/A,N/A,N/A
DFL-Supercup 2020,2020,N/A,30 Sep 2020,N/A,Sport,N/A,N/A,N/A,N/A,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BMzM5NzgxNjQtMjAwMi00YTU3LWEyZGYtNzhkYWQwOTU0OTc2XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13452490,movie,N/A,N/A,N/A,N/A
Vision 2020,2020,N/A,12 Nov 2020,15 min,"Documentary, Short",Britt Bur,Britt Bur,"Britt Bur, Akilles Coppet Chaplin, Stany Coppet",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13455292,movie,N/A,N/A,N/A,N/A
Anno 2020,2024,N/A,07 Apr 2024,145 min,"Drama, Mystery",James Morcan,"James Morcan, Kevin Scott Allen, Sheila Ball","Erin Connor, Sheila Ball, Crystal J. Huang","Spanning seventeen cities and five countries on four continents, ANNO 2020 is a global kaleidoscope of interconnected characters seeking redemption, forgiveness and answers amidst the chaos of Anno MMXX (Year 2020).",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMGNlZmZmZTMtNzVlZC00OTgyLTlmZDEtNGQ3NzAwYmNjZTgxXkEyXkFqcGdeQXVyMTc4OTQxMTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13455748,movie,N/A,N/A,N/A,N/A
2020,2020,N/A,19 Jul 2020,N/A,"Short, Sci-Fi",Guillermo Arriola,Guillermo Arriola,"Guillermo Arriola, Karla Elizabeth Erickson",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt13510040,movie,N/A,N/A,N/A,N/A
Modern Family 2020,2020,N/A,14 Nov 2020,N/A,"Short, Family",Pryde Pierce,Pryde Pierce,"Pryde Pierce, Tarashawn Ruehle, Gavin Ortega",N/A,N/A,N/A,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzMzNzFlNzQtODljNC00YjdlLTk2YjYtZjE5MDBiNjJmYjRjXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13500542,movie,N/A,N/A,N/A,N/A
2020 NBA Draft,2020,N/A,18 Nov 2020,N/A,Sport,N/A,Adam Silver,Adam Silver,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13509334,movie,N/A,N/A,N/A,N/A
2020 UBCP/ACTRA Awards Red Carpet Special,2020,N/A,21 Nov 2020,N/A,News,Paul Furminger,N/A,"Jeffery Aro, Maja Aro, Sara Canning, John Cassini",N/A,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOGYxOTkzZWUtMWNjZC00NDdlLTg0ODEtYmVlNzk1Mzc5OGJhXkEyXkFqcGdeQXVyMTA3NDIyODA5._V1_SX300.jpg,[],N/A,N/A,N/A,tt13580844,movie,N/A,N/A,N/A,N/A
Los40 Music Awards 2020,2020,N/A,05 Dec 2020,N/A,Music,N/A,N/A,"Tony Aguilar, Aitana, Pablo Alborán, Beret",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BN2ZmNzczZDktNDdhZS00ZTI2LTg5Y2QtMTgxNmEyMWJkNWY0XkEyXkFqcGdeQXVyNzEzMDUxODk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13586700,movie,N/A,N/A,N/A,N/A
Linnan juhlat 2020,2020,N/A,06 Dec 2020,N/A,News,"Matti Heimonen, Kimmo Kajasto, Gitte Enjala",N/A,"Martti Ahtisaari, Diandra Flores, Jenni Haukio, Ella Kanninen",N/A,"Finnish, Swedish",Finland,N/A,N/A,[],N/A,N/A,N/A,tt13596332,movie,N/A,N/A,N/A,N/A
"Veterans Day 2020, an adaptation of War Words",2020,N/A,11 Nov 2020,37 min,Short,Seema Sueko,Michelle Kholos Brooks,"Shaun Baker, Jacqueline Correa, Ramon De Ocampo","VETERANS DAY 2020 dramatizes the funny, strange, heroic, and heartbreaking stories of men and women who served in Iraq and Afghanistan, based on the screenwriter's interviews with veterans of those wars and their families.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjM2MzVhNDQtZmI5NC00NzZjLWI0NjItM2ZjMzI0MjdkZWU4XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13476908,movie,N/A,N/A,N/A,N/A
FreeUp! Emancipation Day 2020,2020,N/A,01 Aug 2020,50 min,Documentary,N/A,Ngozi Paul,N/A,"On stages across Ontario and Quebec, Black Canadian artists are expressing what freedom means to them through music, poetry, performance and dance. Free Up. is the annual youth-led ...",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt13484772,movie,N/A,N/A,N/A,N/A
Prémios Áquila 2020,2020,N/A,15 Nov 2020,N/A,N/A,Ana Farelo,Vasco Rosa,"Monica Calle, Carloto Cotta, Marco D'Almeida, Maria de Medeiros",N/A,N/A,Portugal,N/A,https://m.media-amazon.com/images/M/MV5BYmEwY2E1MDMtZGJjMy00ZWQ4LTkzNTEtZjNkOWQyNGFiZGE3XkEyXkFqcGdeQXVyMTAyMTMwNzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13495848,movie,N/A,N/A,N/A,N/A
2020,2022,N/A,N/A,20 min,"Short, Drama",A.P. Nkunzi,"Sharma MacDonald, A.P. Nkunzi","Erin Alyssa MacDonald, Sharma MacDonald, Miguel Toussaint","In 2020, humanity is facing one of the biggest pandemics of our time with Covid-19 while another pandemic is on the horizon.",English,Canada,2 wins,https://m.media-amazon.com/images/M/MV5BMzA2ZjczNTctOTJmMC00MDQ0LTk2NDctNmNlMzMxYTY4MGExXkEyXkFqcGdeQXVyNTgyOTcwMDk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13497866,movie,N/A,N/A,N/A,N/A
Saturday Night Live Election Special 2020,2020,N/A,02 Nov 2020,43 min,Comedy,"Doron Max Hagay, Don Roy King, Hannah Levy, Adriana Robles",N/A,Darrell Hammond,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13465928,movie,N/A,N/A,N/A,N/A
Lakshya 2020,2021,N/A,30 Apr 2021,N/A,Thriller,N/A,N/A,"Sathyanath, Sharmila",N/A,Kannada,India,N/A,https://m.media-amazon.com/images/M/MV5BN2JiMzhlODctMzk4NS00ZTZlLWI5YzAtMDVkNzBlMzI1MzNhXkEyXkFqcGdeQXVyMTI1NjUyMTkw._V1_SX300.jpg,[],N/A,N/A,N/A,tt13466034,movie,N/A,N/A,N/A,N/A
Gucci: Gift 2020,2020,N/A,09 Nov 2020,N/A,Short,Akinola Davies,Alessandro Michele,N/A,N/A,English,Italy,N/A,https://m.media-amazon.com/images/M/MV5BNzQ0MzI1MTYtMzFlMy00Yjg4LWEwMzMtZTJjZDc1NTczMDA4XkEyXkFqcGdeQXVyMjg1MDY0NjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13473840,movie,N/A,N/A,N/A,N/A
The 2020 MxM Awards,2020,N/A,31 Dec 2020,N/A,N/A,N/A,N/A,"Kurt Hoffman, Blake Reilly, Heidi Bennett",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWFhNzNlOGEtMWFkOC00ZmZjLWI2OTItOTc5N2JlNTY3NTc4XkEyXkFqcGdeQXVyNzk4NzIzMTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13474120,movie,N/A,N/A,N/A,N/A
Dark Winter (The 2020 Election),2020,N/A,20 Nov 2020,67 min,Documentary,Gary Axion,Gary Axion,N/A,We go deep into the tools used for elections in the United States.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzE3NmQ4ZTMtYWI5MC00NzNkLWJkYjctYjBlYTdlZjc0NzE1XkEyXkFqcGdeQXVyOTgwNDI4NDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13512602,movie,N/A,N/A,N/A,N/A
The Mississippi Family Christmas Special 2020,2020,N/A,13 Dec 2020,N/A,Family,Nathan VonMinden,"Jon Gilley (Writer), Matthew Graham (Writer), Andrew Strickland (Writer), Nathan VonMinden (Writer)","Katie Boles, Cassidy Crenshaw, Jon Gilley, Chip Henderson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjhkOTFkMDktMWI5OS00N2ZlLTliMWEtN2Y0ZDlhNDUyYzVkXkEyXkFqcGdeQXVyODI2NTczNjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13513102,movie,N/A,N/A,N/A,N/A
Eurovision: Australia Decides - Gold Coast 2020,2020,N/A,10 May 2020,N/A,Music,N/A,N/A,N/A,N/A,English,Australia,1 nomination.,N/A,[],N/A,N/A,N/A,tt13514578,movie,N/A,N/A,N/A,N/A
Pride Live's Stonewall Day 2020,2020,N/A,26 Jun 2020,N/A,N/A,Phil Allocco,Wendy Shanker,N/A,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzM3ZjE0MmEtYzZjMy00MGRiLWIyZmEtZDNkNDRmZTYwNmVmXkEyXkFqcGdeQXVyMjk4MjUwMg@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13520220,movie,N/A,N/A,N/A,N/A
Deep Don't Breathe 2020 Angel DJ Remix,2020,N/A,10 Nov 2020,N/A,"Short, Music",Alorangel,N/A,Alorangel,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTg4OTkwMzktNDEwNy00NDk2LTg3MTEtZjg4YWY0YTg1YWRiXkEyXkFqcGdeQXVyOTIyMTA0MTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13526112,movie,N/A,N/A,N/A,N/A
Supernova 2020,2020,N/A,08 Feb 2020,N/A,Music,N/A,N/A,"Aminata, Beta Beidz, Katrina Dimanta",N/A,Latvian,Latvia,N/A,N/A,[],N/A,N/A,N/A,tt13526938,movie,N/A,N/A,N/A,N/A
2020 Media Access Awards,2020,N/A,19 Nov 2020,N/A,N/A,Paul Miller,Allen Rucker,"Selma Blair, Nyle DiMarco, Ato Essandoh, Jessica Goldberg",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGIzYjg4ZTItYWZlOS00YTljLWJkNWUtMzQ4NDUxZGQ0YmNlXkEyXkFqcGdeQXVyNDY1NzYwMQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13528502,movie,N/A,N/A,N/A,N/A
Miss USA 2020,2020,N/A,09 Nov 2020,120 min,Family,N/A,Nick Teplitz,"Jane Axhoj, Alyssa Beasley, Charlotte Bellotte, Imani Blackmon","Miss USA 2020 was the 69th Miss USA pageant. Due to the ongoing COVID-19 pandemic, it was originally slated for spring 2020, but was rescheduled for November 9, 2020 at the Soundstage at Graceland in Memphis, Tennessee.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13531988,movie,N/A,N/A,N/A,N/A
Political Idol 2020,2020,N/A,27 Oct 2020,45 min,Musical,Patrick Heaphy,Robert Yarnall,"Lara Buck, Enga Davis, Joe Di Salle, Scott Foster",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13534352,movie,N/A,N/A,N/A,N/A
RunNation Film Festival: 2020/2021 World Tour,2020,N/A,19 Nov 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt13537052,movie,N/A,N/A,N/A,N/A
Finlandia 2020 - lukemisen juhlaa,2020,N/A,25 Nov 2020,N/A,News,Harri Anttila,Jusu Lounela,"Anna Tulusto, Jani Halme, Jarkko Martikainen, Christoffer Strandberg",N/A,Finnish,Finland,N/A,N/A,[],N/A,N/A,N/A,tt13539042,movie,N/A,N/A,N/A,N/A
The Booker Prize 2020,2020,N/A,28 Nov 2020,N/A,Documentary,N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt13546698,movie,N/A,N/A,N/A,N/A
100 Women Special 2020,2020,N/A,28 Nov 2020,N/A,Documentary,N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt13546704,movie,N/A,N/A,N/A,N/A
Country Music Awards 2020: Highlights,2020,N/A,28 Nov 2020,N/A,Documentary,N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt13546722,movie,N/A,N/A,N/A,N/A
My Style Live Podcast: Introduction 2020,2020,N/A,08 May 2020,N/A,"Short, Reality-TV",Char Knight Dennis,Char Knight Dennis,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13550254,movie,N/A,N/A,N/A,N/A
The Cabin 2020,2020,N/A,25 Oct 2020,33 min,"Short, Horror",Adrian Toscano,Cynthia Charles,"Marco Babi, Kyah Baby, Cynthia Charles, Marlon Cousin",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTY1OGFhYjItZWM0Ny00OTg4LThiNzEtOGZlYmEwMmMzOWJlXkEyXkFqcGdeQXVyMzMzMjk0Njg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13268998,movie,N/A,N/A,N/A,N/A
PC Police: 2020,2020,N/A,19 Oct 2020,N/A,"Short, Comedy","Jared Sichel, Gabriel Yaffe","Jared Sichel, Gabriel Yaffe","Gabriel Yaffe, Cameron Ley, Emily Yavitch",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTZkNTRhNzItYzA4My00NzBmLThkODItMjBkMzBjZDliNjQ2XkEyXkFqcGdeQXVyNzA0MzU0Mzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13275262,movie,N/A,N/A,N/A,N/A
Parrhesia 2020,2021,N/A,05 Feb 2021,106 min,Drama,"Michael Navarra, Omar Gomez(co-director)","Megan Aves, Israel Avila, Rhys Calbreath, Sarah Elizondo, Omar Gomez, Simi Kattaura, David Kautz, Sushmith Kulkarni, Gregory Louis, Lilian Mangrobang, Hannah Martinez-Crow, David Mesropyan, Manase Misa, Yorick Moran, Michael Navarra, Kayla Strand, Timothy Thu, Brandon Tran, Tera Vitek","Megan Aves, Israel Avila, Sarah Elizondo, Simi Kattaura","Ohlone College student Grace Romero struggles to make sense of today's world. Society is in turmoil as injustices are coming to light. The pandemic has affected Grace's relationships, ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDU4NTM3ZDgtNWVkYy00OTgxLTk5M2YtYzI5ZWMxM2ZiZjRiXkEyXkFqcGdeQXVyMTM0NTQyNzY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13282114,movie,N/A,N/A,N/A,N/A
October 17th 2020,2020,N/A,17 Oct 2020,9 min,Short,Johnny Clyde,N/A,"Johnny Clyde, Viveka Frost","A film about a day, in a day. Part two of an ongoing series.",English,Germany,N/A,N/A,[],N/A,N/A,N/A,tt13297886,movie,N/A,N/A,N/A,N/A
October 17th 2020,2020,N/A,17 Oct 2020,9 min,Short,Johnny Clyde,N/A,"Johnny Clyde, Viveka Frost","A film about a day, in a day. Part two of an ongoing series.",English,Germany,N/A,https://m.media-amazon.com/images/M/MV5BMDg4NzkzZjQtNTM3ZS00NGE0LWJlYzAtNmMyMzBlYjA3NmVhXkEyXkFqcGdeQXVyNDM2MTE5MzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13298990,movie,N/A,N/A,N/A,N/A
CHFI Celebrity Gala 2020,2020,N/A,15 Oct 2020,90 min,Sport,Adam Kennedy,Michael Toay,N/A,N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt13304652,movie,N/A,N/A,N/A,N/A
SRVE - Father's Day 2020 Spot,2020,N/A,19 Jun 2020,1 min,Drama,Ciro Ayala,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt13328092,movie,N/A,N/A,N/A,N/A
Aotearoa Artisan Awards 2020,2020,N/A,13 Nov 2020,68 min,Music,"Verity Mackintosh, Josiah Watson",N/A,Warren Maxwell,N/A,English,New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BMDE5ZGU2NzctNDU3Ni00ZDA5LTk4OTAtNzMwOTVhZWNlNjM0XkEyXkFqcGdeQXVyMjQ0OTMyNjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13328494,movie,N/A,N/A,N/A,N/A
